"Event Date/Time","Agent Name","Hostname","Agent Type","IP Address","Event Type","Description","Severity","Event Priority","Disposition","Agent Version","OS Version","Event Count","Event Duration","Post Date/Time","Rule Name","User Name","Domain Name","Policy Overridden","Operation","Resource","Process","Process Publisher","Process Signature"
"24-May-2021 16:09:27 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for SVCHOST.EXE on \REGISTRY\MACHINE\SYSTEM\CurrentControlSet\Services\LanmanServer\Parameters","Warning","45","Denied","6.5.0.470","Windows","1","","24-May-2021 16:14:01 EDT","i.OV","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","NtOpenKey","\REGISTRY\MACHINE\SYSTEM\CurrentControlSet\Services\LanmanServer\Parameters","C:\WINDOWS\SYSTEM32\SVCHOST.EXE","","Microsoft OS Component"
"24-May-2021 16:09:27 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Detection Status","IA_0023: Symantec IDS Service has started","Information","0","","6.5.0.470","Windows","1","","24-May-2021 16:13:59 EDT","IA_0023","","","","","","Main Module","",""
"24-May-2021 16:09:27 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Detection Status","FWC_0028: Real-Time File Integrity Monitoring successfully initialized.","Information","0","","6.5.0.470","Windows","1","","24-May-2021 16:13:59 EDT","FWC_0028","","","","","","Filewatch Collector","",""
"24-May-2021 16:09:26 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for SVCHOST.EXE on \REGISTRY\MACHINE\SYSTEM\CurrentControlSet\Services\MpsSvc\Parameters\AppCs","Warning","45","Denied","6.5.0.470","Windows","1","","24-May-2021 16:13:59 EDT","i.OV","NT AUTHORITY\LOCAL SERVICE","","Windows Service Process/Sub-Process","NtOpenKey","\REGISTRY\MACHINE\SYSTEM\CurrentControlSet\Services\MpsSvc\Parameters\AppCs","C:\WINDOWS\SYSTEM32\SVCHOST.EXE","","Microsoft OS Component"
"24-May-2021 16:09:26 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for SPOOLSV.EXE on \Registry\MACHINE\System\CurrentControlSet\Control\SafeBoot\Option","Warning","45","Denied","6.5.0.470","Windows","1","","24-May-2021 16:13:59 EDT","","NT AUTHORITY\SYSTEM","","Default Policy Rule Processed, Windows Service Process/Sub-Process","NtOpenKey","\Registry\MACHINE\System\CurrentControlSet\Control\SafeBoot\Option","C:\WINDOWS\SYSTEM32\SPOOLSV.EXE","","Microsoft OS Component"
"24-May-2021 16:09:26 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for SVCHOST.EXE on \REGISTRY\MACHINE\System\CurrentControlSet\Services\W32Time\Config","Warning","45","Denied","6.5.0.470","Windows","1","","24-May-2021 16:14:01 EDT","i.OV","NT AUTHORITY\LOCAL SERVICE","","Windows Service Process/Sub-Process","NtOpenKey","\REGISTRY\MACHINE\System\CurrentControlSet\Services\W32Time\Config","C:\WINDOWS\SYSTEM32\SVCHOST.EXE","","Microsoft OS Component"
"24-May-2021 16:09:25 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for SVCHOST.EXE on \REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Terminal Server\RCM","Warning","45","Denied","6.5.0.470","Windows","3","     00:00:00","24-May-2021 16:13:59 EDT","","NT AUTHORITY\NETWORK SERVICE","","Default Policy Rule Processed, Windows Service Process/Sub-Process","NtCreatekey","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Terminal Server\RCM","C:\WINDOWS\SYSTEM32\SVCHOST.EXE","","Microsoft OS Component"
"24-May-2021 16:09:25 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for SVCHOST.EXE on \REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\IdleService","Warning","45","Denied","6.5.0.470","Windows","1","","24-May-2021 16:13:59 EDT","","NT AUTHORITY\SYSTEM","","Default Policy Rule Processed, Windows Service Process/Sub-Process","NtOpenKey","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\IdleService","C:\WINDOWS\SYSTEM32\SVCHOST.EXE","","Microsoft OS Component"
"24-May-2021 16:09:25 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for SVCHOST.EXE on \REGISTRY\MACHINE\System\CurrentControlSet\Control\Terminal Server\RCM","Warning","45","Denied","6.5.0.470","Windows","1","","24-May-2021 16:13:59 EDT","","NT AUTHORITY\NETWORK SERVICE","","Default Policy Rule Processed, Windows Service Process/Sub-Process","NtCreatekey","\REGISTRY\MACHINE\System\CurrentControlSet\Control\Terminal Server\RCM","C:\WINDOWS\SYSTEM32\SVCHOST.EXE","","Microsoft OS Component"
"24-May-2021 16:09:25 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for SVCHOST.EXE on \Registry\MACHINE\System\CurrentControlSet\Control\SafeBoot\Option","Warning","45","Denied","6.5.0.470","Windows","1","","24-May-2021 16:13:59 EDT","","NT AUTHORITY\NETWORK SERVICE","","Default Policy Rule Processed, Windows Service Process/Sub-Process","NtOpenKey","\Registry\MACHINE\System\CurrentControlSet\Control\SafeBoot\Option","C:\WINDOWS\SYSTEM32\SVCHOST.EXE","","Microsoft OS Component"
"24-May-2021 16:09:25 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for SVCHOST.EXE on \REGISTRY\MACHINE\SYSTEM\ControlSet001\Services\NcbService\NCB\KAHints","Warning","45","Denied","6.5.0.470","Windows","1","     00:00:00","24-May-2021 16:13:59 EDT","i.OV","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","NtCreatekey","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Services\NcbService\NCB\KAHints","C:\WINDOWS\SYSTEM32\SVCHOST.EXE","","Microsoft OS Component"
"24-May-2021 16:09:25 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for SVCHOST.EXE on \REGISTRY\MACHINE\System\CurrentControlSet\Services\NcbService\NCB\KAHints","Warning","45","Denied","6.5.0.470","Windows","1","","24-May-2021 16:13:59 EDT","i.OV","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","NtCreatekey","\REGISTRY\MACHINE\System\CurrentControlSet\Services\NcbService\NCB\KAHints","C:\WINDOWS\SYSTEM32\SVCHOST.EXE","","Microsoft OS Component"
"24-May-2021 16:09:11 EDT","SDCSS Manager (DCS26)","dcs26","CSP Manager","192.168.66.27","Server Status","Disk space status is Green. Disk space for < Primary Data >,  < Real-Time Events >,  < Analysis/Profile Events >,  < Events Index >,  < Cache >,  < DB Transaction Log > is not available","Information","10","","6.5.0.470","Windows","1","","24-May-2021 16:09:11 EDT","Free Database Disk Space Alert","","","Virtual Agent","FREE DATABASE DISK SPACE","","SCSP Database service","",""
"24-May-2021 16:08:50 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for TASKHOSTW.EXE on \REGISTRY\MACHINE\System\CurrentControlSet\Services\TPM\WMI\Admin","Warning","45","Denied","6.5.0.470","Windows","8","     00:00:00","24-May-2021 16:08:51 EDT","i.OV","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","NtCreatekey","\REGISTRY\MACHINE\System\CurrentControlSet\Services\TPM\WMI\Admin","C:\WINDOWS\SYSTEM32\TASKHOSTW.EXE","","Microsoft OS Component"
"24-May-2021 16:08:50 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for TASKHOSTW.EXE on \REGISTRY\MACHINE\System\CurrentControlSet\Services\TPM\WMI\Admin","Warning","45","Denied","6.5.0.470","Windows","1","","24-May-2021 16:08:51 EDT","i.OV","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","NtOpenKey","\REGISTRY\MACHINE\System\CurrentControlSet\Services\TPM\WMI\Admin","C:\WINDOWS\SYSTEM32\TASKHOSTW.EXE","","Microsoft OS Component"
"24-May-2021 16:08:50 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for WMIPRVSE.EXE on \REGISTRY\MACHINE\Software\Microsoft\Windows\CurrentVersion\CEIPRole\RolesInWER","Warning","45","Denied","6.5.0.470","Windows","1","","24-May-2021 16:08:53 EDT","","NT AUTHORITY\NETWORK SERVICE","","Default Policy Rule Processed, Windows Service Process/Sub-Process","NtCreatekey","\REGISTRY\MACHINE\Software\Microsoft\Windows\CurrentVersion\CEIPRole\RolesInWER","C:\WINDOWS\SYSTEM32\WBEM\WMIPRVSE.EXE","","Microsoft OS Component"
"24-May-2021 16:08:50 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for WMIPRVSE.EXE on \REGISTRY\MACHINE\SOFTWARE\Microsoft\ServerManager\ServicingStorage\Requests","Warning","45","Denied","6.5.0.470","Windows","1","     00:00:00","24-May-2021 16:08:53 EDT","","NT AUTHORITY\SYSTEM","","Default Policy Rule Processed, Windows Service Process/Sub-Process","NtOpenKey","\REGISTRY\MACHINE\SOFTWARE\Microsoft\ServerManager\ServicingStorage\Requests","C:\WINDOWS\SYSTEM32\WBEM\WMIPRVSE.EXE","","Microsoft OS Component"
"24-May-2021 16:08:50 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for WMIPRVSE.EXE on \REGISTRY\MACHINE\SOFTWARE\Microsoft\ServerManager\ServicingStorage\ServerComponentCache","Warning","45","Denied","6.5.0.470","Windows","1","","24-May-2021 16:08:51 EDT","","NT AUTHORITY\SYSTEM","","Default Policy Rule Processed, Windows Service Process/Sub-Process","NtOpenKey","\REGISTRY\MACHINE\SOFTWARE\Microsoft\ServerManager\ServicingStorage\ServerComponentCache","C:\WINDOWS\SYSTEM32\WBEM\WMIPRVSE.EXE","","Microsoft OS Component"
"24-May-2021 16:08:09 EDT","SDCSS Manager (DCS26)","dcs26","CSP Manager","192.168.66.27","Server Status","Alert System Control established on dcs26 (192.168.66.27)","Information","1","","6.5.0.470","Windows","1","","24-May-2021 16:08:09 EDT","Alert Control","","","Virtual Agent","ALERT CONTROL","","SDCSS Service","",""
"24-May-2021 16:08:09 EDT","SDCSS Manager (DCS26)","dcs26","CSP Manager","192.168.66.27","Server Status","Startup SCSP Front-End Service on dcs26 (192.168.66.27)","Information","1","","6.5.0.470","Windows","1","","24-May-2021 16:08:09 EDT","Startup SCSP Front-End Service","","","Virtual Agent","STARTUP","","SDCSS Service","",""
"24-May-2021 15:46:56 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","File Access","File Write Denied for MPCMDRUN.EXE on C:\Windows\ServiceProfiles\NetworkService\AppData\Local\Temp\mpam-7585d68b.exe","Warning","45","Denied","6.5.0.470","Windows","1","","24-May-2021 15:46:56 EDT",":i.IE","NT AUTHORITY\NETWORK SERVICE","","Windows Service Process/Sub-Process","NtCreateFile","C:\Windows\ServiceProfiles\NetworkService\AppData\Local\Temp\mpam-7585d68b.exe","C:\PROGRAM FILES\WINDOWS DEFENDER\MPCMDRUN.EXE","","Microsoft Signed "
"24-May-2021 15:29:34 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Process Access","Process Modification Denied for (GOOGLEUPDATE.EXE) on (C:\PROGRAM FILES (X86)\GOOGLE\UPDATE\GOOGLEUPDATE.EXE).","Warning","45","Denied","6.5.0.470","Windows","1","","24-May-2021 15:29:35 EDT","","NT AUTHORITY\SYSTEM","","","OpenProcess","C:\PROGRAM FILES (X86)\GOOGLE\UPDATE\GOOGLEUPDATE.EXE","C:\PROGRAM FILES (X86)\GOOGLE\UPDATE\GOOGLEUPDATE.EXE","Google Inc","Signed and Trusted "
"24-May-2021 15:29:34 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Process Access","Process Limited Access Denied for (GOOGLEUPDATE.EXE) on (C:\WINDOWS\SYSTEM32\LSASS.EXE).","Warning","45","Denied","6.5.0.470","Windows","1","","24-May-2021 15:29:35 EDT","Application data deny process access to lsass:i.AN;lsass","NT AUTHORITY\SYSTEM","","","OpenProcess","C:\WINDOWS\SYSTEM32\LSASS.EXE","C:\PROGRAM FILES (X86)\GOOGLE\UPDATE\GOOGLEUPDATE.EXE","Google Inc","Signed and Trusted "
"24-May-2021 15:29:34 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Process Access","Process Limited Access Denied for (GOOGLEUPDATE.EXE) on (C:\WINDOWS\SYSTEM32\LSASS.EXE).","Warning","45","Denied","6.5.0.470","Windows","1","","24-May-2021 15:29:35 EDT","Application data deny process access to lsass:i.AN;lsass","NT AUTHORITY\SYSTEM","","","OpenProcess","C:\WINDOWS\SYSTEM32\LSASS.EXE","C:\PROGRAM FILES (X86)\GOOGLE\UPDATE\GOOGLEUPDATE.EXE","Google Inc","Signed and Trusted "
"24-May-2021 15:18:53 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","File Access","File Write Denied for MPCMDRUN.EXE on C:\Windows\ServiceProfiles\NetworkService\AppData\Local\Temp\mpam-60fbfba0.exe","Warning","45","Denied","6.5.0.470","Windows","1","","24-May-2021 15:18:55 EDT",":i.IE","NT AUTHORITY\NETWORK SERVICE","","Windows Service Process/Sub-Process","NtCreateFile","C:\Windows\ServiceProfiles\NetworkService\AppData\Local\Temp\mpam-60fbfba0.exe","C:\PROGRAM FILES\WINDOWS DEFENDER\MPCMDRUN.EXE","","Microsoft Signed "
"24-May-2021 15:17:14 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","File Access","File Write Denied for WMIAPSRV.EXE on C:\Windows\system32\wbem\Performance\WmiApRpl_new.ini","Warning","45","Denied","6.5.0.470","Windows","2","     00:00:00","24-May-2021 15:18:17 EDT","i.OC","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","NtCreateFile","C:\Windows\system32\wbem\Performance\WmiApRpl_new.ini","C:\WINDOWS\SYSTEM32\WBEM\WMIAPSRV.EXE","","Microsoft OS Component"
"24-May-2021 15:17:14 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","File Access","File Write Denied for WMIAPSRV.EXE on C:\Windows\system32\wbem\Performance\WmiApRpl_new.ini","Warning","45","Denied","6.5.0.470","Windows","1","","24-May-2021 15:17:16 EDT","i.OC","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","NtCreateFile","C:\Windows\system32\wbem\Performance\WmiApRpl_new.ini","C:\WINDOWS\SYSTEM32\WBEM\WMIAPSRV.EXE","","Microsoft OS Component"
"24-May-2021 15:17:14 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Process Access","Process Modification Denied for (WMIPRVSE.EXE) on (C:\WINDOWS\SYSTEM32\SVCHOST.EXE).","Warning","45","Denied","6.5.0.470","Windows","1","","24-May-2021 15:17:16 EDT","","NT AUTHORITY\SYSTEM","","","OpenProcess","C:\WINDOWS\SYSTEM32\SVCHOST.EXE","C:\WINDOWS\SYSTEM32\WBEM\WMIPRVSE.EXE","","Microsoft OS Component"
"24-May-2021 15:15:51 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for SVCHOST.EXE on \REGISTRY\MACHINE\SYSTEM\ControlSet001\Services\NcbService\NCB\KAHints","Warning","45","Denied","6.5.0.470","Windows","1","     00:00:00","24-May-2021 15:16:54 EDT","i.OV","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","NtCreatekey","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Services\NcbService\NCB\KAHints","C:\WINDOWS\SYSTEM32\SVCHOST.EXE","","Microsoft OS Component"
"24-May-2021 15:15:51 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for SVCHOST.EXE on \REGISTRY\MACHINE\System\CurrentControlSet\Services\NcbService\NCB\KAHints","Warning","45","Denied","6.5.0.470","Windows","1","","24-May-2021 15:15:53 EDT","i.OV","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","NtCreatekey","\REGISTRY\MACHINE\System\CurrentControlSet\Services\NcbService\NCB\KAHints","C:\WINDOWS\SYSTEM32\SVCHOST.EXE","","Microsoft OS Component"
"24-May-2021 15:14:23 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","File Access","File Write Denied for MSMPENG.EXE on C:\ProgramData\Microsoft\Windows Defender\Definition Updates\Updates\mpengine.dll","Warning","45","Denied","6.5.0.470","Windows","3","     00:00:00","24-May-2021 15:15:25 EDT",":i.IE","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","NtCreateFile","C:\ProgramData\Microsoft\Windows Defender\Definition Updates\Updates\mpengine.dll","C:\PROGRAM FILES\WINDOWS DEFENDER\MSMPENG.EXE","","Microsoft Signed "
"24-May-2021 15:14:23 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","File Access","File Write Denied for MSMPENG.EXE on C:\ProgramData\Microsoft\Windows Defender\Definition Updates\Updates\mpengine.dll","Warning","45","Denied","6.5.0.470","Windows","1","","24-May-2021 15:14:24 EDT",":i.IE","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","NtCreateFile","C:\ProgramData\Microsoft\Windows Defender\Definition Updates\Updates\mpengine.dll","C:\PROGRAM FILES\WINDOWS DEFENDER\MSMPENG.EXE","","Microsoft Signed "
"24-May-2021 15:14:22 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Process Access","Process Modification Denied for (GOOGLEUPDATE.EXE) on (C:\PROGRAM FILES (X86)\GOOGLE\UPDATE\GOOGLEUPDATE.EXE).","Warning","45","Denied","6.5.0.470","Windows","1","","24-May-2021 15:14:24 EDT","","NT AUTHORITY\SYSTEM","","","OpenProcess","C:\PROGRAM FILES (X86)\GOOGLE\UPDATE\GOOGLEUPDATE.EXE","C:\PROGRAM FILES (X86)\GOOGLE\UPDATE\GOOGLEUPDATE.EXE","Google Inc","Signed and Trusted "
"24-May-2021 15:14:22 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Process Access","Process Limited Access Denied for (GOOGLEUPDATE.EXE) on (C:\WINDOWS\SYSTEM32\LSASS.EXE).","Warning","45","Denied","6.5.0.470","Windows","1","","24-May-2021 15:14:24 EDT","Application data deny process access to lsass:i.AN;lsass","NT AUTHORITY\SYSTEM","","","OpenProcess","C:\WINDOWS\SYSTEM32\LSASS.EXE","C:\PROGRAM FILES (X86)\GOOGLE\UPDATE\GOOGLEUPDATE.EXE","Google Inc","Signed and Trusted "
"24-May-2021 15:14:22 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Process Access","Process Limited Access Denied for (GOOGLEUPDATE.EXE) on (C:\WINDOWS\SYSTEM32\LSASS.EXE).","Warning","45","Denied","6.5.0.470","Windows","1","","24-May-2021 15:14:24 EDT","Application data deny process access to lsass:i.AN;lsass","NT AUTHORITY\SYSTEM","","","OpenProcess","C:\WINDOWS\SYSTEM32\LSASS.EXE","C:\PROGRAM FILES (X86)\GOOGLE\UPDATE\GOOGLEUPDATE.EXE","Google Inc","Signed and Trusted "
"24-May-2021 15:11:14 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","File Access","File Write Denied for WMIAPSRV.EXE on C:\Windows\system32\wbem\Performance\WmiApRpl_new.ini","Warning","45","Denied","6.5.0.470","Windows","2","     00:00:00","24-May-2021 15:11:15 EDT","i.OC","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","NtCreateFile","C:\Windows\system32\wbem\Performance\WmiApRpl_new.ini","C:\WINDOWS\SYSTEM32\WBEM\WMIAPSRV.EXE","","Microsoft OS Component"
"24-May-2021 15:11:14 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","File Access","File Write Denied for WMIAPSRV.EXE on C:\Windows\system32\wbem\Performance\WmiApRpl_new.ini","Warning","45","Denied","6.5.0.470","Windows","1","","24-May-2021 15:11:15 EDT","i.OC","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","NtCreateFile","C:\Windows\system32\wbem\Performance\WmiApRpl_new.ini","C:\WINDOWS\SYSTEM32\WBEM\WMIAPSRV.EXE","","Microsoft OS Component"
"24-May-2021 15:11:14 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Process Access","Process Modification Denied for (WMIPRVSE.EXE) on (C:\WINDOWS\SYSTEM32\SVCHOST.EXE).","Warning","45","Denied","6.5.0.470","Windows","29","     00:00:00","24-May-2021 15:12:15 EDT","","NT AUTHORITY\SYSTEM","","","OpenProcess","C:\WINDOWS\SYSTEM32\SVCHOST.EXE","C:\WINDOWS\SYSTEM32\WBEM\WMIPRVSE.EXE","","Microsoft OS Component"
"24-May-2021 15:11:14 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Process Access","Process Modification Denied for (WMIPRVSE.EXE) on (C:\WINDOWS\SYSTEM32\WINLOGON.EXE).","Warning","45","Denied","6.5.0.470","Windows","1","","24-May-2021 15:11:15 EDT","","NT AUTHORITY\SYSTEM","","","OpenProcess","C:\WINDOWS\SYSTEM32\WINLOGON.EXE","C:\WINDOWS\SYSTEM32\WBEM\WMIPRVSE.EXE","","Microsoft OS Component"
"24-May-2021 15:11:14 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","File Access","File Write Denied for WMIAPSRV.EXE on C:\Windows\system32\wbem\Performance\WmiApRpl_new.ini","Warning","45","Denied","6.5.0.470","Windows","2","     00:00:00","24-May-2021 15:11:15 EDT","i.OC","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","NtCreateFile","C:\Windows\system32\wbem\Performance\WmiApRpl_new.ini","C:\WINDOWS\SYSTEM32\WBEM\WMIAPSRV.EXE","","Microsoft OS Component"
"24-May-2021 15:11:14 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","File Access","File Write Denied for WMIAPSRV.EXE on C:\Windows\system32\wbem\Performance\WmiApRpl_new.ini","Warning","45","Denied","6.5.0.470","Windows","1","","24-May-2021 15:11:15 EDT","i.OC","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","NtCreateFile","C:\Windows\system32\wbem\Performance\WmiApRpl_new.ini","C:\WINDOWS\SYSTEM32\WBEM\WMIAPSRV.EXE","","Microsoft OS Component"
"24-May-2021 15:11:14 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Process Access","Process Modification Denied for (WMIPRVSE.EXE) on (C:\WINDOWS\SYSTEM32\SVCHOST.EXE).","Warning","45","Denied","6.5.0.470","Windows","29","","24-May-2021 15:11:15 EDT","","NT AUTHORITY\SYSTEM","","","OpenProcess","C:\WINDOWS\SYSTEM32\SVCHOST.EXE","C:\WINDOWS\SYSTEM32\WBEM\WMIPRVSE.EXE","","Microsoft OS Component"
"24-May-2021 15:11:14 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Process Access","Process Modification Denied for (WMIPRVSE.EXE) on (C:\WINDOWS\SYSTEM32\WINLOGON.EXE).","Warning","45","Denied","6.5.0.470","Windows","1","","24-May-2021 15:11:15 EDT","","NT AUTHORITY\SYSTEM","","","OpenProcess","C:\WINDOWS\SYSTEM32\WINLOGON.EXE","C:\WINDOWS\SYSTEM32\WBEM\WMIPRVSE.EXE","","Microsoft OS Component"
"24-May-2021 15:10:51 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for SVCHOST.EXE on \REGISTRY\MACHINE\SYSTEM\ControlSet001\Services\NcbService\NCB\KAHints","Warning","45","Denied","6.5.0.470","Windows","1","     00:00:00","24-May-2021 15:11:15 EDT","i.OV","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","NtCreatekey","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Services\NcbService\NCB\KAHints","C:\WINDOWS\SYSTEM32\SVCHOST.EXE","","Microsoft OS Component"
"24-May-2021 15:10:51 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for SVCHOST.EXE on \REGISTRY\MACHINE\System\CurrentControlSet\Services\NcbService\NCB\KAHints","Warning","45","Denied","6.5.0.470","Windows","1","","24-May-2021 15:10:52 EDT","i.OV","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","NtCreatekey","\REGISTRY\MACHINE\System\CurrentControlSet\Services\NcbService\NCB\KAHints","C:\WINDOWS\SYSTEM32\SVCHOST.EXE","","Microsoft OS Component"
"24-May-2021 15:09:31 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for VMTOOLSD.EXE on \Registry\Machine\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Perflib","Warning","45","Denied","6.5.0.470","Windows","1","","24-May-2021 15:09:32 EDT","i.OC","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","NtOpenKey","\Registry\Machine\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Perflib","C:\PROGRAM FILES\VMWARE\VMWARE TOOLS\VMTOOLSD.EXE","VMware, Inc.","Signed and Trusted "
"24-May-2021 15:09:12 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Process Access","Process Modification Denied for (WMIPRVSE.EXE) on (C:\WINDOWS\SYSTEM32\SVCHOST.EXE).","Warning","45","Denied","6.5.0.470","Windows","1","","24-May-2021 15:09:13 EDT","","NT AUTHORITY\SYSTEM","","","OpenProcess","C:\WINDOWS\SYSTEM32\SVCHOST.EXE","C:\WINDOWS\SYSTEM32\WBEM\WMIPRVSE.EXE","","Microsoft OS Component"
"24-May-2021 15:09:12 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Process Access","Process Modification Denied for (WMIPRVSE.EXE) on (C:\WINDOWS\SYSTEM32\WINLOGON.EXE).","Warning","45","Denied","6.5.0.470","Windows","180","     00:00:01","24-May-2021 15:09:32 EDT","","NT AUTHORITY\SYSTEM","","","OpenProcess","C:\WINDOWS\SYSTEM32\WINLOGON.EXE","C:\WINDOWS\SYSTEM32\WBEM\WMIPRVSE.EXE","","Microsoft OS Component"
"24-May-2021 15:09:12 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for SPOOLSV.EXE on \REGISTRY\MACHINE\SYSTEM\CurrentControlSet\Control\WMI\AutoLogger\SpoolerLogger","Warning","45","Denied","6.5.0.470","Windows","1","","24-May-2021 15:09:13 EDT","","NT AUTHORITY\SYSTEM","","Default Policy Rule Processed, Windows Service Process/Sub-Process","NtOpenKey","\REGISTRY\MACHINE\SYSTEM\CurrentControlSet\Control\WMI\AutoLogger\SpoolerLogger","C:\WINDOWS\SYSTEM32\SPOOLSV.EXE","","Microsoft OS Component"
